EAST,NORTH,RL,HOLEID,PL_CU,lookup_domain
931.38,527.22,366.04,839825,0.575,2310
943.26,417.51,364.53,839881,0.502,2310
2724.86,670.92,366.6,839913,0.244,3521
1555.01,540.11,365.03,839928,0.537,3310
1498.15,482.24,363.58,839932,0.402,3310
1532.04,501.36,364.76,839934,0.562,3310
1643.1,460.35,366.31,839944,0.666,3310
1961.96,611.01,366.63,839956,0.594,3310
1993.62,553.76,365.78,839968,0.522,3310
2877.19,259.44,416.44,839491,0.062,3521
3089.88,396.02,417.45,839502,0.184,3110
3128.53,421.38,418.01,839504,0.08,3521
3018.65,746.64,419.36,839525,0.243,3026
3209.58,401.25,417.0,839546,0.306,3521
3169.31,399.36,417.29,839552,0.299,3521
3188.7,411.9,417.45,839553,0.3,3521
3362.72,524.1,414.8,839562,0.365,3026
2096.28,648.9,365.75,839693,0.684,3310
2119.11,649.63,365.72,839699,0.657,3310
2061.7,591.95,365.81,839708,0.709,3310
2219.67,589.55,365.32,839715,0.495,3310
2241.13,511.6,364.7,839727,0.265,3321
2219.25,511.96,364.83,839728,0.45,3321
1635.85,593.72,365.65,839746,0.479,3310
1338.31,418.65,366.31,839751,0.566,3310
1318.16,362.95,365.68,839762,0.574,3210
1303.83,345.98,365.78,839766,0.553,3210
1251.59,337.32,365.85,839772,0.62,2210
1767.15,145.85,466.63,839008,0.369,3210
1734.01,125.61,466.14,839013,0.408,3210
1597.66,129.42,466.31,839016,0.487,3210
1688.57,126.82,466.04,839020,0.449,3210
1654.32,110.26,466.04,839022,0.539,3210
1811.54,106.12,465.98,839029,0.35,3310
1814.95,140.47,465.85,839030,0.362,3310
1913.01,124.43,465.22,839037,0.671,3310
2306.75,139.19,464.34,839072,0.269,3210
2474.46,118.23,464.34,839087,0.138,3521
2520.49,117.38,463.98,839090,0.161,3521
2704.88,115.47,463.03,839099,0.168,3121
2249.86,80.83,463.16,839112,0.8,3210
1200.22,384.21,366.4,839776,0.499,2210
1077.58,418.98,366.01,839778,0.655,2310
1159.11,381.35,366.04,839782,0.454,2210
1079.45,396.61,366.14,839785,0.547,2310
1282.96,289.59,366.08,839791,0.433,2310
1030.27,526.46,365.81,839809,0.652,2310
1063.67,382.47,366.08,839839,0.649,2310
997.92,455.56,364.7,839843,0.661,2310
696.64,529.12,363.78,839851,0.575,2310
777.12,514.29,363.42,839859,0.643,2310
799.46,482.2,363.65,839863,0.796,2310
920.3,448.08,364.01,839876,0.557,2310
1046.64,371.71,366.37,839886,0.695,2310
2505.14,573.54,364.73,839896,0.214,3521
2540.83,673.08,366.34,839898,0.176,3521
2529.78,653.04,365.98,839900,0.328,3521
2575.64,652.97,366.34,839902,0.366,3026
2691.0,652.64,366.27,839916,0.168,3521
2655.86,592.24,365.75,839925,0.263,3026
1542.64,481.29,364.99,839939,0.54,3310
1632.83,480.53,366.31,839943,0.581,3310
1961.77,610.98,366.08,839955,0.738,3310
1962.36,535.88,365.75,839961,0.642,3310
2817.6,630.2,364.44,839991,0.3,3521
1688.83,418.49,365.58,840000,0.548,3310
3406.42,393.59,463.65,839128,0.123,3026
2217.97,382.43,414.5,839137,0.576,3310
2207.04,402.48,414.73,839144,0.547,3310
2336.96,614.06,416.67,839163,0.364,3221
2412.29,614.16,417.95,839174,0.314,3521
2461.73,569.9,416.47,839183,0.316,3521
2473.84,548.15,416.27,839184,0.155,3521
2524.63,587.03,416.86,839198,0.446,3521
2586.24,524.99,415.22,839211,0.185,3521
2636.54,524.36,415.75,839213,0.378,3521
2647.2,459.76,416.47,839216,0.147,3521
2662.06,607.11,416.93,839227,0.181,3521
2432.89,267.67,415.03,839233,0.188,3521
2569.93,243.46,415.45,839238,0.167,3521
2594.97,244.02,415.42,839239,0.071,3521
2645.16,243.13,416.4,839242,0.074,3121
2784.04,348.64,416.27,839257,0.037,3521
2721.51,328.37,416.57,839259,0.055,3121
2783.45,305.79,417.26,839267,0.051,3521
2820.33,283.68,417.03,839269,0.093,3521
3800.84,599.59,461.71,838260,0.214,3210
3817.61,590.64,461.65,838261,0.144,3110
3849.0,626.92,461.75,838264,0.222,3026
3848.05,590.34,461.81,838273,0.534,3110
3786.6,552.84,461.78,838281,0.225,3210
1498.48,94.97,463.09,838295,1.403,3016
2285.72,38.27,462.53,838344,0.498,3210
2049.66,52.51,463.45,838349,0.546,3210
2024.13,42.44,463.75,838353,0.445,3210
3139.06,45.16,460.63,838368,0.042,3521
2905.73,30.93,462.7,838382,0.105,3121
2898.84,15.28,462.6,838402,0.109,3121
1835.81,387.49,411.48,839356,0.463,3210
1881.15,387.26,413.68,839364,0.495,3210
1924.92,347.62,414.73,839368,0.571,3210
1947.99,386.34,414.99,839374,0.614,3310
1981.52,327.15,414.63,839378,0.576,3210
1981.91,366.16,415.16,839380,0.514,3310
1992.8,346.31,415.19,839381,0.513,3310
2003.79,326.73,415.03,839382,0.983,3210
2037.75,345.66,415.49,839389,0.498,3310
2128.2,340.96,415.72,839407,1.21,3310
2240.11,303.6,413.94,839417,0.496,3310
3046.54,462.95,417.55,839447,0.137,3110
3125.68,466.75,417.82,839462,0.175,3110
3145.43,479.25,417.16,839463,0.172,3521
2952.87,331.81,417.36,839477,0.093,3521
3030.6,381.52,417.91,839481,0.159,3026
3088.77,419.05,417.49,839484,0.085,3110
3107.76,431.15,417.59,839485,0.077,3521
2858.22,246.77,416.54,839489,0.071,3521
3147.82,432.99,417.65,839505,0.263,3521
2993.59,310.52,417.36,839511,0.139,3521
3110.45,385.58,417.55,839517,0.116,3521
3000.68,713.11,418.14,839522,0.334,3026
3227.5,436.54,417.16,839555,0.174,3521
3246.9,448.67,416.6,839556,0.168,3026
3187.59,434.76,417.85,839564,0.291,3521
2073.94,650.09,365.81,839694,0.67,3210
2085.12,630.76,365.42,839695,0.628,3310
2095.59,610.98,365.78,839701,0.704,3310
2141.16,610.62,365.62,839703,0.598,3310
2196.61,590.11,365.52,839714,0.743,3310
2252.28,530.83,364.57,839718,0.273,3221
2207.43,531.15,364.99,839720,0.863,3321
2286.14,510.98,364.6,839725,0.432,3221
2263.83,511.5,364.7,839726,0.224,3221
2106.22,513.14,365.19,839733,0.626,3310
1591.13,594.25,366.11,839742,0.566,3310
1600.41,578.3,365.22,839743,0.488,3310
1397.13,429.12,365.42,839750,0.556,3310
1332.14,380.93,366.24,839759,0.585,3210
1279.35,368.98,365.29,839764,0.443,2210
1326.17,342.15,365.85,839765,0.68,3310
1120.59,378.5,366.17,839787,0.552,2210
1218.2,307.2,366.04,839794,0.437,2210
1032.47,504.19,366.04,839811,0.557,2310
2596.25,176.36,463.94,831485,0.248,3121
2734.9,174.04,464.07,831499,0.052,3121
3347.33,449.63,463.48,831510,0.018,3026
3013.54,323.44,417.68,839512,0.205,3026
3071.67,360.42,417.62,839515,0.097,3521
3090.47,372.66,417.59,839516,0.124,3521
3266.16,461.57,415.95,839557,0.27,3026
3403.92,831.84,414.96,839583,0.386,3210
1177.64,415.93,366.08,839691,0.612,2310
2032.24,644.54,366.63,839705,0.58,3310
2184.86,531.29,365.22,839721,0.719,3310
1623.44,577.78,365.52,839745,0.53,3310
1361.04,415.34,366.04,839752,0.648,3310
1298.35,366.03,365.88,839763,0.53,3210
1100.64,387.09,366.44,839786,0.539,2210
1239.98,299.95,365.68,839793,0.502,2210
1274.92,310.88,365.91,839800,0.52,2210
1256.02,315.6,366.34,839801,0.492,2210
1144.38,348.02,366.34,839806,0.46,2210
2721.61,542.44,316.77,832049,0.144,3521
2744.31,542.44,317.29,832050,0.114,3521
2789.13,541.56,317.75,832052,0.067,3026
2937.72,670.07,316.17,832055,0.071,3026
2957.01,681.38,316.11,832056,0.192,3026
3090.11,765.37,315.22,832062,0.338,3026
3127.84,789.91,315.29,832065,0.141,3026
3109.7,755.4,314.76,832075,0.261,3026
1698.87,276.4,313.03,840143,0.501,3210
1207.89,379.55,313.12,840158,0.472,2210
1243.59,368.26,313.42,840166,0.564,2210
1277.25,359.34,313.32,840169,0.534,2210
1293.23,356.84,313.12,840172,0.581,2210
1269.38,328.1,313.71,840174,0.434,2310
1380.4,292.51,312.07,840189,0.418,3310
1782.93,291.39,313.35,840198,0.432,3210
1800.12,259.04,312.8,840200,0.514,3210
1783.62,243.33,313.06,840204,0.475,3310
1820.62,291.85,312.6,840211,0.439,3210
3245.82,472.23,416.04,839567,0.099,3026
3368.2,785.32,414.14,839589,0.293,3210
2053.43,648.12,366.31,839696,0.669,3210
2073.08,611.21,365.81,839698,0.732,3310
2084.3,591.69,365.65,839709,0.891,3310
2106.84,591.16,365.78,839710,0.697,3310
2129.09,591.06,365.52,839711,0.696,3310
2195.66,512.16,365.16,839729,0.776,3321
2173.54,512.19,364.96,839730,0.783,3310
2151.3,512.19,364.8,839731,0.668,3310
2229.51,491.85,364.67,839736,0.419,3321
1265.21,353.5,365.42,839768,0.708,2210
1289.16,327.81,365.68,839770,0.431,2210
1179.48,393.49,365.91,839774,0.488,2210
1181.45,373.02,366.01,839783,0.468,2210
1032.53,504.15,365.65,839810,0.626,2310
973.25,509.63,365.75,839821,0.753,2310
912.19,538.14,365.85,839826,0.691,2310
894.21,541.26,365.72,839827,0.725,2310
936.67,483.91,364.83,839846,0.733,2310
1036.63,459.53,365.06,839812,0.644,2310
1010.35,533.94,365.32,839813,0.626,2310
1016.1,468.0,364.99,839816,0.558,2310
975.41,487.16,365.58,839829,0.717,2310
934.57,506.09,365.45,839831,0.618,2310
1038.93,436.73,365.22,839832,0.608,2310
1106.81,342.28,366.7,839835,0.783,2310
1083.98,373.15,366.24,839838,0.659,2310
978.73,442.57,364.44,839849,0.759,2310
717.74,518.39,363.39,839853,0.579,2310
814.49,496.67,363.75,839862,0.779,2310
1006.09,390.64,365.78,839884,0.618,2310
1026.33,380.27,365.98,839885,0.488,2310
1066.56,362.62,366.21,839887,0.636,2310
2517.54,593.43,364.8,839895,0.271,3521
2587.26,672.23,366.5,839904,0.163,3026
2620.95,653.4,366.47,839905,0.209,3521
2667.38,612.65,365.78,839924,0.234,3521
1509.37,501.53,363.58,839931,0.483,3310
1520.62,481.68,364.67,839933,0.505,3310
1971.94,592.97,366.17,839966,0.612,3310
1982.99,573.35,366.04,839967,0.602,3310
2873.48,665.96,365.16,839974,0.269,3026
2835.88,642.08,365.03,839992,0.314,3521
993.56,500.81,365.55,839819,0.686,2310
970.89,530.6,366.08,839820,0.625,2310
930.96,539.59,366.24,839824,0.638,2310
995.69,478.1,365.19,839828,0.613,2310
1018.46,446.08,365.09,839833,0.623,2310
1043.03,391.88,366.14,839840,0.559,2310
1020.52,423.77,365.12,839842,0.543,2310
959.21,451.79,364.57,839847,0.689,2310
719.28,529.22,363.52,839850,0.643,2310
2506.48,613.04,365.88,839890,0.262,3521
2483.22,573.02,364.7,839892,0.179,3221
2701.3,591.56,365.65,839920,0.41,3521
2678.4,592.31,365.72,839922,0.3,3026
1521.02,520.82,363.81,839929,0.559,3310
1587.68,480.73,365.45,839941,0.467,3310
1933.06,590.9,364.9,839958,0.657,3310
1982.37,534.34,365.65,839965,0.633,3310
2871.15,709.99,366.21,839998,0.251,3026
1194.8,367.54,313.12,840159,0.508,2310
1230.47,356.29,313.52,840164,0.422,2210
1261.04,364.16,313.45,840168,0.504,2210
1280.73,341.75,313.58,840173,0.435,2310
1307.7,349.0,312.96,840175,0.497,3310
1217.21,326.4,314.04,840181,0.486,2310
1746.02,291.82,313.62,840192,0.399,3210
1875.81,242.05,312.14,840232,0.358,3310
3255.86,684.34,312.63,840252,0.193,3026
3356.15,748.15,312.6,840260,0.203,3026
3226.99,680.96,313.16,840269,0.279,3026
3307.99,699.92,313.22,840279,0.14,3026
3456.78,830.79,310.79,840292,0.425,3210
2763.64,286.8,312.47,840304,0.087,3121
2612.55,249.89,312.07,840313,0.217,3521
2493.82,251.46,312.8,840323,0.23,3521
2502.28,221.8,313.16,840357,0.152,3026
2715.47,225.74,312.17,840384,0.145,3521
2289.98,552.05,267.49,832581,0.363,3221
2314.72,507.76,267.06,832596,0.604,3221
2676.92,543.26,316.5,832047,0.153,3521
3109.01,777.55,315.12,832064,0.205,3026
2938.6,647.23,316.6,832066,0.161,3026
2977.61,671.57,315.72,832068,0.196,3026
2996.94,659.93,315.49,832081,0.133,3210
3070.46,709.86,314.96,832085,0.217,3026
3091.42,720.26,314.73,832086,0.295,3026
1727.61,291.29,313.68,840148,0.386,3210
1709.37,244.44,312.66,840151,0.409,3310
1084.76,422.0,313.29,840157,0.691,2310
1251.53,332.57,313.55,840171,0.417,2310
1199.63,331.97,313.58,840179,0.523,2310
1398.38,289.16,311.98,840191,0.481,3310
1754.48,275.64,312.83,840193,0.455,3210
1772.72,276.0,312.86,840196,0.357,3210
1809.7,274.72,312.6,840209,0.389,3210
1838.41,242.74,312.47,840216,0.463,3310
1875.58,289.78,312.14,840223,0.377,3210
1883.71,274.04,311.84,840224,0.566,3210
1901.99,274.0,311.81,840227,0.487,3210
1911.31,257.73,311.61,840228,0.461,3210
3270.23,693.75,312.66,840254,0.172,3026
3296.51,728.01,312.6,840257,0.16,3026
3241.56,675.31,312.86,840270,0.263,3026
3301.27,695.69,313.29,840278,0.205,3026
2646.64,249.72,312.11,840317,0.196,3521
2614.62,504.22,268.24,832612,0.122,3221
2690.44,546.8,268.8,832616,0.199,3521
2653.07,568.95,268.14,832620,0.255,3521
2678.14,568.56,268.57,832621,0.202,3521
2620.85,235.26,312.01,840318,0.17,3521
2535.88,235.78,312.37,840331,0.207,3026
2571.08,259.8,312.34,840333,0.136,3521
2468.72,221.8,313.22,840351,0.147,3026
2722.76,231.78,312.01,840385,0.698,3521
1913.01,241.56,311.42,840236,0.552,3310
1939.09,273.48,311.71,840243,0.456,3210
3329.97,713.9,313.32,840282,0.17,3026
2630.07,250.35,311.94,840315,0.247,3521
2655.56,234.53,312.37,840322,0.131,3521
2511.14,251.99,312.86,840325,0.17,3521
2570.39,221.48,312.14,840343,0.099,3521
2434.01,222.82,312.7,840347,0.137,3026
2451.04,222.72,312.86,840349,0.178,3026
2670.49,237.95,312.07,840374,0.175,3521
738.18,508.85,363.22,839855,0.694,2310
756.98,528.66,363.71,839856,0.672,2310
779.42,491.85,362.99,839860,0.613,2310
813.57,536.27,363.45,839864,0.789,2310
881.61,444.7,363.71,839877,0.641,2310
922.36,425.61,364.3,839879,0.613,2310
2494.7,593.39,364.63,839891,0.258,3221
2632.89,632.37,366.6,839897,0.132,3026
2563.5,672.92,366.6,839899,0.203,3026
2552.68,653.27,366.34,839901,0.281,3026
2713.41,611.67,365.45,839919,0.171,3521
1565.9,520.3,365.49,839935,0.441,3310
1632.24,441.36,366.14,839945,0.671,3310
1939.62,573.61,365.52,839959,0.646,3310
1951.3,553.07,365.98,839960,0.616,3310
1971.18,554.09,365.95,839964,0.639,3310
2833.98,685.68,366.83,839997,0.253,3026
2854.38,653.83,365.16,839994,0.268,3026
2852.45,697.72,366.11,839995,0.206,3026
1707.34,260.32,312.43,840144,0.43,3210
1744.48,259.96,312.76,840150,0.52,3210
1746.05,243.85,313.06,840155,0.409,3310
1287.16,324.53,313.52,840177,0.527,2310
1818.56,258.85,312.6,840210,0.35,3210
1000.38,761.37,213.81,832903,0.732,2310
898.15,808.02,212.6,832908,0.657,2310
1228.73,695.52,213.09,832918,0.55,2310
1270.33,687.81,213.42,832920,0.537,2310
1290.67,684.17,213.52,832921,0.659,2310
1415.14,663.9,213.52,832927,0.582,3310
1400.68,705.2,213.88,832929,0.776,3310
1250.91,632.57,212.86,832940,0.466,2310
1230.53,636.47,212.73,832941,0.564,2310
1943.56,712.03,215.42,832947,0.71,3310
1978.14,693.1,215.45,832951,1.362,3210
1735.85,275.87,312.99,840149,0.499,3210
1299.04,338.67,313.29,840176,0.543,3310
1764.62,291.65,313.32,840195,0.496,3210
1947.99,257.4,311.48,840244,0.467,3310
1967.67,242.15,311.61,840248,0.454,3310
3268.26,709.53,312.53,840253,0.168,3026
3265.37,673.15,313.55,840273,0.196,3026
2720.1,270.62,312.27,840302,0.165,3121
2655.76,264.75,311.91,840316,0.125,3521
2663.67,249.17,312.04,840321,0.175,3521
2502.68,236.96,313.09,840324,0.179,3026
2524.86,257.01,312.7,840327,0.117,3521
2554.15,262.32,312.24,840332,0.114,3521
1820.26,242.97,312.73,840214,0.497,3310
1838.7,290.7,312.4,840217,0.397,3210
1856.12,258.42,312.04,840219,0.266,3210
1892.7,257.8,311.71,840225,0.412,3210
1894.31,241.59,311.58,840234,0.41,3310
1920.82,273.15,311.98,840239,0.403,3210
3254.48,698.02,313.22,840251,0.197,3026
3342.24,738.83,313.12,840261,0.182,3026
3250.71,663.6,312.76,840271,0.268,3026
3358.45,731.65,313.09,840286,0.208,3026
3473.22,828.56,310.43,840298,0.353,3210
2734.01,279.97,312.5,840307,0.123,3121
2777.71,317.44,312.89,840308,0.11,3121
2621.71,264.82,311.94,840312,0.215,3521
2638.04,263.64,312.17,840314,0.184,3521
2638.73,235.12,312.24,840319,0.154,3521
2536.83,259.83,312.17,840329,0.193,3521
2544.41,251.76,312.3,840330,0.238,3521
2586.24,259.17,312.43,840335,0.129,3521
2587.55,235.85,312.27,840341,0.249,3521
2586.83,221.21,312.2,840345,0.203,3521
2751.1,255.3,312.04,840368,0.147,3121
2807.93,302.02,313.16,840369,0.095,3121
2707.96,261.86,311.88,840372,0.102,3121
1710.85,127.05,465.88,839015,0.321,3210
1665.67,128.14,466.21,839019,0.355,3210
1744.57,107.14,465.72,839026,0.533,3210
2048.87,124.72,463.98,839045,0.618,3210
2071.21,128.33,463.68,839046,0.517,3210
1969.08,104.35,465.16,839048,0.445,3210
2036.44,103.4,463.94,839051,0.461,3210
1980.17,84.67,465.16,839053,0.36,3210
2026.36,65.67,464.3,839057,0.803,3210
2106.68,137.91,464.07,839058,0.872,3210
2216.69,139.72,463.91,839061,0.638,3310
2352.09,138.31,464.27,839074,0.197,3026
2451.66,118.52,464.21,839086,0.246,3521
2160.03,82.04,463.12,839108,0.588,3310
2173.77,421.87,415.78,839116,0.666,3310
3389.29,378.56,464.44,839121,0.08,3026
3356.09,324.76,464.9,839131,0.047,3026
2185.68,402.02,415.39,839143,0.575,3310
2325.54,636.63,416.5,839158,0.57,3221
2336.9,572.0,416.6,839168,0.276,3221
2411.83,570.59,416.08,839178,0.556,3221
2424.76,592.21,417.45,839179,0.337,3221
2449.49,589.26,417.26,839181,0.598,3521
2499.3,538.41,415.81,839186,0.166,3521
2511.96,525.54,415.52,839188,0.155,3521
1955.37,693.33,215.39,832952,0.988,3210
1886.96,693.49,215.62,832955,1.234,3310
1469.21,791.06,213.52,832960,0.614,3310
1474.82,769.8,214.14,832961,0.685,3310
1470.16,673.51,214.5,832972,0.623,3310
1497.76,709.5,214.37,832978,0.682,3310
1444.61,582.53,213.88,832994,0.582,3310
3298.28,553.66,515.49,833041,0.082,3521
3336.37,578.33,515.95,833043,0.088,3521
3375.28,603.27,515.45,833045,0.073,3110
3534.34,610.39,515.22,833069,0.188,3110
3410.39,697.36,514.6,833081,0.134,3110
3428.86,709.89,514.44,833082,0.199,3110
3431.52,686.86,514.73,833083,0.145,3110
3451.53,675.25,514.7,833085,0.149,3110
4025.09,752.48,514.3,833122,0.124,3121
3967.54,680.53,514.37,833134,0.137,3521
3801.17,600.84,514.4,833162,0.19,3210
2315.44,551.92,267.26,832582,0.218,3221
2252.51,530.4,267.75,832587,0.344,3221
2652.61,525.64,268.7,832606,0.179,3521
2702.78,525.05,269.42,832608,0.168,3521
2753.43,524.27,268.64,832610,0.084,3521
2778.46,566.92,268.18,832624,0.107,3026
2706.45,239.32,312.17,840376,0.151,3521
2474.66,586.63,416.99,839190,0.321,3521
2536.9,569.08,416.04,839199,0.314,3521
2549.69,588.6,416.5,839202,0.689,3521
2561.86,568.65,416.08,839203,0.396,3521
2661.63,523.94,415.55,839214,0.243,3521
2796.87,371.08,415.68,839253,0.043,3521
2796.02,327.78,416.57,839262,0.035,3521
2683.62,307.43,416.9,839263,0.065,3121
1902.74,347.59,414.53,839366,0.471,3210
1958.78,327.35,414.96,839373,0.522,3210
1970.62,346.31,414.86,839377,0.462,3310
2339.26,321.74,415.98,839397,0.319,3521
2296.21,323.28,414.44,839399,0.396,3521
3518.29,373.74,515.88,833166,0.105,3026
3709.6,518.33,514.4,833179,0.181,3210
3668.85,515.24,514.24,833186,0.2,3210
3691.1,460.65,514.07,833197,0.199,3210
2728.27,611.31,267.06,832637,0.142,3026
3159.9,460.62,463.45,833498,0.148,3026
3183.32,405.3,462.86,833519,0.102,3026
3069.08,283.98,463.03,833526,0.139,3521
3018.69,490.37,461.88,833541,0.159,3110
2553.3,235.72,312.3,840339,0.128,3521
2604.65,235.42,312.11,840342,0.179,3521
2484.7,222.46,313.48,840353,0.161,3026
3279.55,466.65,463.52,833575,0.208,3026
3338.24,503.73,464.11,833578,0.237,3026
3336.17,527.22,463.75,833588,0.271,3026
3335.75,549.99,463.62,833592,0.089,3026
3355.01,562.49,463.71,833593,0.072,3026
3373.22,597.85,463.85,833596,0.15,3521
3392.61,610.55,463.85,833617,0.137,3521
3431.02,635.16,464.57,833619,0.12,3110
3787.13,761.04,465.62,833646,0.702,3210
3767.01,771.38,465.88,833649,0.501,3210
3611.14,763.41,466.34,833664,0.465,3210
3706.91,802.45,465.85,833728,0.278,3210
3710.12,712.22,465.68,833743,0.287,3210
2228.92,323.67,414.5,839402,0.568,3310
2184.34,324.79,415.06,839404,0.673,3310
2386.14,282.47,414.93,839421,0.266,3521
3104.68,500.38,417.29,839450,0.174,3110
3105.73,477.55,417.36,839465,0.228,3110
3124.89,489.62,417.09,839466,0.087,3110
3143.36,525.35,417.03,839468,0.142,3110
2839.46,258.81,416.6,839469,0.048,3521
2895.36,294.51,417.32,839472,0.069,3521
2878.37,239.39,416.34,839490,0.074,3121
2935.09,296.38,417.82,839494,0.079,3521
2936.14,273.31,417.42,839508,0.138,3521
3051.89,348.02,418.01,839514,0.109,3521
2980.73,722.92,419.32,839521,0.267,3026
3018.56,724.63,418.7,839524,0.364,3026
2130.01,629.78,365.58,839702,0.613,3310
2152.15,590.01,365.52,839712,0.735,3310
2174.46,590.28,365.45,839713,0.451,3310
4090.14,799.33,464.53,833883,0.094,3121
3829.38,672.56,463.68,833905,0.199,3521
3885.35,725.15,463.39,833911,0.146,3521
3849.66,706.52,463.52,833917,0.243,3521
3697.66,586.93,464.7,833935,0.183,3210
3698.28,564.78,464.9,833936,0.174,3210
3602.84,569.93,465.65,833946,0.275,3110
2229.58,531.02,364.83,839719,0.484,3321
2162.42,532.27,365.26,839722,0.605,3310
2116.82,493.43,364.9,839741,0.751,3310
1613.41,594.41,365.78,839744,0.557,3310
1374.43,433.06,365.85,839749,0.59,3310
1324.56,401.27,366.17,839754,0.563,3310
1354.28,376.96,365.88,839760,0.741,3210
1284.17,348.9,365.75,839767,0.734,2210
1319.61,302.64,366.27,839796,0.526,3310
1050.74,517.21,366.21,839807,0.906,2310
1012.39,512.39,365.68,839814,0.614,2310
1086.11,350.68,366.44,839836,0.684,2310
1040.96,414.52,365.52,839841,0.482,2310
