EAST,NORTH,RL,HOLEID,PL_CU,lookup_domain
3042.44,532.27,416.08,779118,0.217,3110
2646.8,415.93,416.6,779120,0.066,3521
2759.67,392.93,415.91,779124,0.063,3521
3044.21,509.6,416.4,779131,0.188,3110
2868.79,442.6,417.29,779143,0.147,3521
2846.77,453.53,417.42,779145,0.178,3521
2846.12,476.66,416.31,779149,0.219,3521
2036.9,268.03,415.49,779210,0.487,3210
2059.24,267.6,415.35,779211,0.705,3310
2138.18,285.62,415.72,779225,0.564,3310
3003.86,530.73,415.72,779247,0.136,3110
3040.73,578.63,415.81,779258,0.214,3110
2962.19,551.43,415.72,779263,0.128,3210
3020.07,588.8,416.08,779266,0.319,3110
2872.76,585.88,416.44,779271,0.247,3026
2984.27,657.11,416.99,779277,0.264,3026
3002.84,669.05,416.7,779278,0.285,3026
2756.06,624.2,417.82,779286,0.288,3026
2776.3,614.39,417.13,779290,0.242,3026
2852.09,617.54,416.8,779305,0.235,3026
2872.13,671.61,417.65,779312,0.253,3026
2815.9,572.43,416.5,779316,0.271,3521
2944.48,676.79,417.36,779330,0.294,3026
3053.89,769.51,419.26,779344,0.128,3026
3218.39,620.69,416.44,779371,0.099,3026
3315.51,683.42,415.03,779376,0.155,3110
2857.5,508.29,417.13,779399,0.282,3521
2875.28,542.01,416.8,779403,0.137,3521
3096.84,684.93,416.11,779430,0.31,3026
2724.33,587.91,416.83,779050,0.203,3521
2636.7,567.57,416.11,779053,0.229,3521
2723.81,544.93,415.95,779060,0.206,3026
2735.94,523.15,415.85,779064,0.191,3026
2370.59,246.51,414.37,779073,0.262,3521
2382.96,267.93,415.22,779074,0.193,3521
2370.98,289.98,415.12,779077,0.208,3521
2321.41,334.01,414.67,779091,0.265,3521
2822.07,413.64,415.32,779111,0.067,3026
2965.37,482.43,416.4,779114,0.188,3521
2870.39,398.25,416.86,779135,0.125,3521
2889.65,410.22,416.9,779136,0.084,3521
2909.07,421.54,416.83,779137,0.125,3521
2869.67,420.2,416.67,779139,0.18,3521
2887.78,432.2,416.4,779140,0.195,3521
2886.47,478.37,416.21,779147,0.204,3521
1790.54,349.07,411.06,779164,0.406,3210
1834.24,309.73,412.6,779177,0.485,3210
1778.04,289.85,411.98,779178,0.424,3210
1867.8,289.42,413.75,779183,0.319,3210
2049.49,326.4,415.65,779196,0.583,3310
2003.43,287.72,414.7,779200,0.478,3210
2026.2,287.29,415.09,779201,0.514,3210
2435.94,484.4,415.55,779003,0.111,3221
2373.22,506.22,416.14,779008,0.135,3221
2498.61,504.65,415.68,779013,0.096,3521
2623.9,502.91,415.09,779023,0.205,3521
2698.35,501.53,415.72,779026,0.423,3026
2723.74,501.4,415.91,779036,0.163,3026
2749.43,587.98,416.63,779051,0.306,3521
2661.73,567.38,416.04,779054,0.219,3026
2749.07,544.84,416.37,779061,0.154,3521
2345.62,290.64,414.24,779084,0.278,3521
2334.07,312.49,414.4,779090,0.405,3521
2710.39,436.63,417.13,779098,0.147,3521
2734.8,436.4,416.86,779099,0.087,3521
2534.8,439.19,416.86,779104,0.136,3221
2985.19,494.41,415.98,779115,0.153,3521
2671.57,415.21,416.77,779121,0.063,3521
2827.58,464.55,417.26,779148,0.169,3521
3103.69,523.31,417.26,779154,0.225,3110
1756.35,330.53,412.93,779158,0.38,3210
1757.73,367.28,409.91,779159,0.385,3210
2635.06,437.72,416.99,779095,0.141,3521
2760.12,436.27,416.47,779100,0.061,3521
2560.22,439.03,416.86,779105,0.127,3221
2722.43,414.98,416.6,779107,0.061,3521
2797.2,413.5,415.95,779110,0.058,3026
2946.74,470.26,416.47,779113,0.132,3521
2671.94,416.13,416.7,779122,0.072,3521
2696.12,415.31,416.93,779123,0.067,3521
2947.53,446.97,416.11,779127,0.186,3521
3063.83,521.71,416.96,779132,0.202,3110
3084.21,510.68,417.03,779153,0.249,3110
1801.2,329.38,412.11,779165,0.367,3210
1846.38,328.83,412.86,779173,0.442,3210
1767.64,310.45,412.11,779174,0.372,3210
2093.65,325.48,415.88,779214,0.705,3310
2052.91,352.84,416.11,779215,0.805,3310
2071.25,325.91,416.08,779217,0.774,3310
2148.74,266.62,415.09,779226,0.455,3310
2149.59,305.76,415.16,779227,0.494,3310
2964.69,505.6,415.88,779245,0.197,3110
2924.66,503.23,415.72,779252,0.136,3521
2885.32,501.27,416.83,779259,0.115,3521
2923.18,526.33,415.91,779261,0.168,3521
2928.5,621.44,416.21,779274,0.448,3026
2814.29,615.64,417.16,779294,0.249,3026
2833.55,606.06,416.73,779304,0.274,3026
2870.56,629.91,416.5,779306,0.258,3026
2945.56,655.43,417.16,779326,0.368,3026
3038.21,715.05,417.39,779340,0.283,3026
3222.85,528.63,416.6,779349,0.15,3026
3138.73,617.67,415.78,779358,0.245,3026
3256.58,668.85,415.22,779366,0.113,3110
3275.51,681.32,415.42,779367,0.147,3110
2856.45,529.81,416.83,779402,0.133,3521
2856.29,551.5,416.83,779404,0.285,3026
2892.34,575.81,416.73,779406,0.213,3026
2894.87,531.81,417.19,779407,0.132,3521
2913.18,543.33,417.03,779408,0.178,3521
2987.52,591.62,416.24,779412,0.393,3210
3024.04,614.32,415.95,779414,0.242,3026
3079.51,651.04,416.37,779417,0.294,3026
2911.83,565.41,416.99,779421,0.181,3026
2930.07,577.41,416.17,779422,0.182,3026
2967.51,601.43,416.08,779424,0.384,3026
3041.65,648.54,416.14,779427,0.332,3026
2965.8,623.74,416.47,779435,0.34,3026
3058.94,682.63,416.31,779440,0.401,3026
3222.03,551.59,415.95,779445,0.164,3026
1946.84,269.05,414.47,779206,0.454,3210
2115.9,286.37,415.58,779222,0.707,3310
2114.82,247.33,415.45,779230,0.682,3310
2963.77,528.46,415.88,779254,0.065,3110
2904.61,513.73,416.4,779260,0.223,3521
3039.39,692.31,416.73,779280,0.345,3026
2763.57,583.25,417.52,779288,0.197,3521
2794.7,626.73,417.36,779293,0.26,3026
2813.01,638.27,417.32,779296,0.243,3026
2889.36,641.13,416.9,779310,0.296,3026
2797.76,560.09,416.67,779315,0.379,3521
2889.72,619.97,416.37,779320,0.27,3026
2907.5,653.23,417.03,779322,0.276,3026
2930.76,701.56,418.18,779332,0.339,3026
2943.98,699.07,418.01,779333,0.28,3026
2981.68,700.74,417.91,779337,0.245,3026
3093.49,750.77,417.36,779346,0.186,3026
3294.31,693.85,414.96,779368,0.132,3110
3334.3,695.39,415.06,779377,0.118,3110
2818.36,529.02,416.8,779392,0.141,3521
2932.47,555.33,416.57,779409,0.153,3026
3062.13,639.06,416.31,779416,0.27,3026
3098.67,662.81,416.24,779418,0.203,3026
2949.17,589.72,416.37,779423,0.277,3210
2986.01,613.21,415.91,779425,0.366,3026
2485.52,483.85,415.98,779005,0.083,3221
2348.81,506.61,415.95,779007,0.183,3221
2448.64,505.14,415.95,779011,0.174,3221
2473.44,504.97,415.81,779012,0.107,3221
2548.51,460.42,415.72,779017,0.167,3521
2573.41,502.91,415.09,779019,0.193,3521
2635.91,480.96,415.42,779028,0.925,3521
2660.88,480.53,415.75,779029,0.118,3521
2685.62,480.86,415.88,779030,0.198,3521
2712.59,607.6,416.93,779042,0.227,3521
2674.63,589.42,416.4,779048,0.141,3026
2699.86,588.57,416.57,779049,0.198,3521
2711.8,566.85,416.04,779056,0.225,3521
2711.08,523.38,415.98,779063,0.219,3026
2798.67,500.45,416.31,779071,1.442,3521
2396.02,289.42,415.52,779072,0.187,3521
2345.43,246.41,414.47,779075,0.278,3521
2357.89,311.04,414.83,779085,0.239,3521
2321.25,376.04,415.49,779086,0.204,3221
2333.65,355.47,415.09,779092,0.425,3221
2772.36,414.29,416.08,779109,0.061,3521
3004.51,507.47,415.22,779116,0.168,3110
3003.76,646.18,416.4,779437,0.345,3026
3022.13,658.35,416.5,779438,0.352,3026
3040.6,671.02,416.08,779439,0.416,3026
3202.84,539.42,416.37,779444,0.251,3026
2159.3,168.82,414.04,779454,0.44,3310
2248.9,167.64,414.57,779458,0.488,3310
2560.09,183.16,415.16,779488,0.22,3521
2351.66,223.35,414.86,779489,0.245,3521
2478.33,165.14,414.11,779502,0.254,3521
2582.27,143.52,414.93,779520,0.134,3521
2587.29,214.19,415.39,779526,0.241,3521
2610.85,214.46,414.93,779531,0.155,3121
2651.43,142.67,415.42,779535,0.199,3521
2766.36,181.22,415.88,779563,0.087,3121
2962.06,198.74,416.04,779572,0.079,3521
513.08,543.59,414.5,779612,0.545,2310
718.85,442.9,413.98,779627,0.704,2310
742.51,425.77,414.04,779628,0.788,2310
375.12,592.83,413.98,779633,0.581,2310
1779.38,368.69,409.09,779163,0.378,3210
1813.37,348.94,411.71,779168,0.383,3210
1913.73,288.5,414.11,779187,0.318,3210
1991.75,268.39,414.86,779208,0.421,3210
2906.32,467.87,416.31,779242,0.155,3521
3041.98,554.81,416.14,779249,0.143,3110
2982.73,541.33,415.68,779255,0.161,3110
3021.35,566.16,415.88,779257,0.256,3110
3113.47,740.01,416.31,779284,0.164,3026
2851.2,639.62,417.19,779300,0.254,3026
2869.48,652.22,417.16,779309,0.268,3026
2982.6,679.38,417.62,779335,0.252,3026
3073.71,760.42,418.18,779345,0.158,3026
3198.41,631.78,416.01,779363,0.161,3026
3236.54,656.25,415.55,779365,0.097,3026
3199.79,607.34,416.17,779370,0.245,3026
3237.75,633.35,416.17,779372,0.148,3026
3257.04,645.72,415.85,779373,0.142,3110
2839.26,496.35,417.68,779398,0.308,3521
3023.22,636.57,416.17,779426,0.208,3026
3059.86,660.55,415.95,779428,0.33,3026
3115.96,695.92,416.17,779431,0.201,3026
2948.38,610.94,416.31,779434,0.414,3026
2136.73,168.62,414.34,779453,0.438,3210
2387.36,205.5,414.86,779460,0.223,3521
3064.78,498.22,417.06,779152,0.15,3110
1771.77,380.4,408.79,779162,0.384,3210
1802.28,368.46,410.04,779167,0.404,3210
1813.64,387.98,410.11,779170,0.41,3210
1835.32,348.38,412.5,779172,0.374,3210
1812.68,309.93,412.3,779176,0.443,3210
1879.94,308.78,413.91,779184,0.377,3210
1924.82,308.32,414.53,779188,0.348,3210
1947.26,307.76,414.83,779190,0.382,3210
1957.99,288.14,414.8,779198,0.441,3210
2104.38,306.02,416.04,779221,0.646,3310
2126.86,267.05,415.65,779223,0.71,3310
2171.67,266.16,414.8,779229,0.549,3310
2945.16,493.26,415.85,779244,0.267,3521
2984.14,517.9,415.35,779246,0.112,3110
2905.7,491.06,416.34,779251,0.125,3521
2798.58,538.27,417.06,779267,0.246,3521
2777.71,592.51,416.96,779289,0.243,3521
2832.73,627.71,417.26,779297,0.242,3026
2815.14,594.28,416.67,779303,0.249,3521
2785.58,552.22,416.99,779314,0.295,3521
2963.64,688.64,418.08,779334,0.274,3026
2962.03,711.11,419.09,779336,0.284,3026
3061.96,544.54,416.47,779119,0.295,3110
3005.7,484.37,416.21,779129,0.157,3110
2908.02,445.16,416.08,779141,0.169,3521
2865.44,489.65,416.31,779150,0.309,3521
3044.97,485.88,416.96,779151,0.181,3110
1789.62,310.55,411.84,779175,0.426,3210
1801.04,290.57,412.14,779179,0.433,3210
1890.37,289.16,413.85,779185,0.291,3210
1901.96,269.8,413.91,779204,0.341,3210
1924.07,269.18,414.11,779205,0.312,3210
1969.11,268.26,414.73,779207,0.567,3210
2013.8,268.75,415.12,779209,0.51,3210
2081.58,267.05,415.55,779212,0.759,3310
2104.09,266.69,415.72,779220,0.723,3310
3002.25,553.6,416.14,779256,0.16,3110
2943.1,539.39,415.81,779262,0.103,3521
2835.94,562.03,416.37,779269,0.295,3521
2854.06,574.0,416.63,779270,0.248,3026
3020.95,680.63,416.83,779279,0.19,3026
3057.96,704.32,416.67,779281,0.264,3026
3076.5,716.19,416.7,779282,0.192,3026
3095.13,728.56,416.83,779283,0.197,3026
2758.06,601.86,417.62,779287,0.284,3026
2795.85,604.38,416.99,779291,0.227,3026
2204.38,168.13,414.07,779456,0.584,3310
2226.86,167.77,414.47,779457,0.538,3310
2498.48,213.7,414.07,779475,0.268,3521
2525.71,204.15,414.3,779484,0.23,3521
2541.39,214.78,415.03,779486,0.142,3521
2329.68,186.83,414.63,779491,0.273,3026
2318.0,165.87,414.76,779495,0.259,3026
2341.03,166.72,415.29,779496,0.273,3026
2410.06,166.13,414.53,779499,0.495,3521
2375.31,147.13,415.19,779511,0.35,3026
2398.28,146.18,415.09,779512,0.294,3521
2467.44,145.69,414.57,779515,0.261,3521
2559.11,143.82,414.8,779519,0.205,3521
2594.28,203.76,415.39,779527,0.23,3521
2627.87,142.9,415.19,779530,0.186,3521
2628.79,222.3,415.06,779536,0.096,3121
2731.61,161.57,415.68,779554,0.101,3121
2744.05,181.45,415.81,779558,0.109,3121
315.6,623.84,414.73,779590,0.683,2310
2091.49,169.57,414.4,779451,0.576,3210
2410.55,205.37,414.9,779464,0.168,3521
2433.35,205.24,414.5,779467,0.173,3521
2444.67,185.19,414.3,779468,0.233,3521
2306.68,147.3,415.45,779508,0.334,3026
2513.24,144.51,414.67,779517,0.181,3521
2571.77,203.53,415.52,779522,0.161,3521
2594.08,163.24,415.32,779524,0.18,3521
2617.74,203.6,415.29,779532,0.18,3121
2652.15,221.94,415.09,779541,0.086,3121
2685.72,162.19,415.72,779544,0.19,3121
2940.11,198.97,416.31,779568,0.083,3521
195.56,685.68,414.17,779600,0.644,2310
452.87,574.13,413.94,779603,0.592,2310
455.2,551.36,413.62,779606,0.668,2310
472.95,563.93,413.94,779607,0.602,2310
573.02,511.9,413.52,779617,0.488,2310
616.75,488.73,413.52,779622,0.581,2310
639.78,480.17,413.71,779623,0.626,2310
2936.31,250.28,416.47,779351,0.145,3521
3014.49,299.72,417.09,779355,0.148,3026
3095.79,639.49,416.34,779356,0.154,3026
3200.12,585.72,416.08,779361,0.226,3026
3314.03,706.02,414.7,779369,0.101,3110
2876.04,519.84,417.13,779400,0.164,3521
2985.06,635.22,416.34,779436,0.849,3026
3096.31,706.32,416.24,779442,0.147,3026
2181.29,168.46,413.94,779455,0.416,3310
2479.71,205.04,414.14,779473,0.256,3521
2326.76,212.85,415.19,779477,0.36,3521
2295.82,166.78,414.6,779480,0.299,3026
2513.67,184.21,414.24,779482,0.159,3521
2364.62,206.09,414.4,779493,0.341,3521
2352.87,186.57,414.4,779494,0.36,3026
2386.7,166.29,414.93,779498,0.275,3026
2536.08,144.11,414.67,779518,0.224,3521
2604.88,141.92,414.9,779525,0.151,3521
2605.73,183.71,415.55,779528,0.14,3521
2640.18,163.34,415.55,779534,0.131,3521
2663.01,162.85,415.62,779539,0.177,3121
2674.79,182.57,415.72,779543,0.149,3121
2697.17,142.01,415.16,779545,0.199,3121
2720.2,141.69,415.29,779550,0.202,3121
2720.52,181.78,415.81,779553,0.096,3121
2490.7,184.86,414.14,779474,0.294,3521
2503.14,203.83,414.04,779481,0.196,3521
2433.25,165.64,414.24,779500,0.189,3521
2501.96,165.24,414.47,779503,0.227,3521
2328.79,147.3,415.49,779509,0.356,3026
2444.05,145.85,414.57,779514,0.266,3521
2564.49,215.77,415.35,779521,0.17,3521
2628.3,182.8,415.62,779533,0.156,3521
2663.44,202.35,415.19,779542,0.084,3121
2732.04,201.36,415.39,779557,0.063,3121
334.7,636.73,415.12,779588,0.629,2310
431.68,581.02,413.71,779604,0.543,2310
492.97,553.37,414.21,779610,0.529,2310
413.21,594.93,413.88,779630,0.546,2310
373.38,615.96,414.07,779634,0.618,2310
680.43,454.84,413.94,779625,0.664,2310
415.08,572.17,413.58,779629,0.588,2310
352.97,625.41,414.53,779635,0.642,2310
2700.35,626.53,417.65,779041,0.157,3521
2737.39,607.63,417.22,779044,0.274,3521
2611.5,567.74,415.88,779052,0.492,3521
2737.16,566.06,416.57,779057,0.192,3521
2773.9,544.18,415.88,779062,0.412,3521
2786.8,479.22,416.27,779069,0.194,3026
2358.25,268.36,414.8,779076,0.297,3521
2371.57,332.53,415.42,779080,0.238,3521
2320.33,247.62,414.37,779081,0.385,3521
255.37,655.37,414.5,779595,0.519,2310
168.36,716.69,414.27,779602,0.679,2310
494.64,530.73,414.04,779611,0.493,2310
354.94,603.6,414.27,779636,0.614,2310
335.26,613.9,414.5,779637,0.616,2310
2743.0,141.46,415.26,779555,0.131,3121
2748.61,211.54,415.62,779561,0.076,3121
295.92,634.3,414.9,779591,0.541,2310
275.48,644.51,414.93,779593,0.588,2310
263.8,659.53,414.7,779594,0.532,2310
215.51,675.71,414.04,779599,0.672,2310
435.26,561.6,413.29,779605,0.637,2310
474.36,540.7,413.78,779608,0.603,2310
658.62,471.57,413.94,779624,0.645,2310
700.91,445.2,413.58,779626,0.653,2310
395.07,582.63,413.58,779631,0.694,2310
2834.86,584.07,416.57,779317,0.236,3521
2871.57,607.76,416.37,779319,0.264,3026
2927.81,643.39,416.77,779323,0.384,3026
2906.81,675.58,417.78,779324,0.387,3026
3019.51,702.81,417.29,779339,0.367,3026
3116.92,650.77,416.11,779348,0.144,3026
2956.71,262.72,416.37,779352,0.073,3521
2976.14,275.18,416.17,779353,0.074,3521
3179.02,618.95,415.81,779362,0.151,3026
3217.61,644.47,415.95,779364,0.123,3026
3112.52,761.93,416.73,779390,0.129,3210
2836.93,540.11,416.83,779393,0.203,3521
2819.74,506.02,417.32,779395,0.192,3521
3117.61,673.74,416.37,779419,0.207,3026
2893.49,553.96,417.29,779420,0.212,3026
2929.65,599.53,416.14,779433,0.018,3026
1979.06,170.56,413.81,779446,0.433,3310
2046.74,169.97,414.21,779449,0.435,3210
2114.23,169.25,414.44,779452,0.395,3210
2375.61,186.27,414.7,779461,0.324,3026
2398.51,185.65,414.7,779462,0.285,3521
2399.07,225.81,414.99,779463,0.148,3521
2422.59,224.4,414.99,779466,0.215,3521
2448.54,220.79,414.5,779469,0.187,3521
2456.32,204.61,413.91,779470,0.174,3521
2321.15,203.04,415.16,779478,0.268,3521
2364.13,166.52,414.96,779497,0.31,3026
2352.22,147.07,415.49,779510,0.367,3026
2421.57,145.79,414.86,779513,0.367,3521
2582.57,183.45,415.62,779523,0.166,3521
2674.95,221.8,414.9,779546,0.072,3121
2697.26,181.78,415.85,779548,0.119,3121
2754.65,161.24,415.49,779559,0.113,3121
2766.16,141.06,415.35,779560,0.126,3121
2788.8,140.87,415.32,779565,0.106,3121
2928.2,179.12,415.88,779569,0.078,3121
283.25,649.66,414.8,779592,0.533,2310
491.52,562.68,414.44,779609,0.505,2310
532.83,531.97,414.14,779614,0.561,2310
554.65,499.69,413.48,779616,0.562,2310
575.61,490.73,413.06,779618,0.453,2310
593.88,500.64,413.81,779619,0.583,2310
2585.19,438.9,416.96,779106,0.123,3221
2747.13,414.88,416.24,779108,0.063,3521
2784.37,392.28,415.45,779128,0.14,3521
3082.89,534.17,416.47,779133,0.272,3110
2929.06,433.91,416.54,779138,0.409,3521
2867.31,465.77,416.67,779146,0.151,3521
1745.0,349.72,411.29,779157,0.441,3310
1778.99,330.04,411.88,779161,0.395,3210
1823.81,329.25,412.43,779169,0.373,3210
1824.36,368.13,411.32,779171,0.575,3210
1902.25,308.91,414.01,779186,0.401,3210
2048.44,287.45,415.45,779202,0.655,3310
2060.55,345.36,416.31,779216,0.701,3310
2159.96,285.94,415.35,779228,0.57,3310
2925.45,480.1,415.75,779243,0.208,3521
3061.6,567.83,416.11,779250,0.151,3110
3000.54,576.69,416.01,779265,0.227,3110
2817.21,550.38,416.21,779268,0.267,3521
2891.65,597.69,416.47,779272,0.271,3026
2909.9,609.67,416.54,779273,0.272,3026
2946.57,633.06,416.83,779275,0.314,3026
2965.34,645.1,416.99,779276,0.416,3026
2778.04,570.43,416.93,779301,0.261,3521
2796.71,582.57,416.73,779302,0.247,3521
2888.04,664.16,417.13,779313,0.249,3026
2908.71,631.81,416.6,779321,0.269,3026
2926.56,665.31,416.93,779325,0.471,3026
3001.3,691.16,416.9,779338,0.315,3026
3075.91,738.41,417.62,779342,0.175,3026
2995.39,287.32,416.8,779354,0.071,3521
3118.0,627.71,415.72,779357,0.348,3026
3180.01,596.25,416.01,779360,0.275,3026
3276.23,658.16,415.81,779374,0.114,3110
3295.62,670.52,415.49,779375,0.142,3110
3073.31,782.04,419.36,779381,0.164,3026
3093.49,773.61,417.91,779389,0.265,3026
2799.82,516.56,417.13,779391,0.179,3521
2838.21,517.97,416.96,779401,0.239,3521
3042.74,627.51,415.95,779415,0.222,3026
2910.75,587.42,416.57,779432,0.249,3026
2024.3,170.43,414.17,779448,0.499,3210
2421.15,185.58,414.47,779465,0.192,3521
2306.61,186.63,414.73,779479,0.279,3026
2520.69,212.65,414.34,779483,0.208,3521
2525.02,164.46,414.53,779504,0.285,3521
2616.56,164.09,415.29,779529,0.134,3521
2686.6,201.59,415.12,779547,0.094,3121
2709.01,162.26,415.78,779549,0.106,3121
2697.89,221.51,415.39,779551,0.08,3121
2709.8,202.25,415.45,779552,0.053,3121
2725.81,210.55,415.35,779556,0.057,3121
2755.93,201.4,415.52,779562,0.084,3121
314.55,647.2,415.09,779589,0.631,2310
245.2,672.39,414.44,779596,0.704,2310
176.04,696.51,414.17,779601,0.486,2310
534.83,509.8,413.85,779615,0.555,2310
1874.23,-24.98,516.4,781981,0.398,3210
2018.39,-12.55,514.99,781997,0.481,3210
1832.17,-9.0,516.44,781975,0.393,3210
1950.54,-11.53,515.35,781990,0.542,3210
1967.38,-11.46,514.6,781992,0.477,3210
1899.56,-10.81,515.85,781984,0.465,3210
1840.08,-24.78,517.03,781977,0.328,3210
1797.46,-9.63,517.29,781972,0.398,3210
1822.99,-24.23,517.03,781976,0.37,3210
1865.64,-10.61,516.47,781980,0.491,3210
1882.57,-10.81,516.54,781982,0.385,3210
1941.98,-26.46,515.32,781989,0.573,3210
1992.87,-26.82,514.93,781996,0.524,3210
1848.61,-10.15,515.81,781978,0.395,3210
1908.16,-25.74,515.72,781985,0.458,3210
1916.56,-11.23,515.45,781986,0.529,3210
1924.76,-26.06,515.58,781987,0.515,3210
2035.65,-12.61,514.99,781999,0.456,3210
2027.02,-27.41,514.83,782000,0.449,3210
1805.99,-24.72,517.03,781973,0.458,3210
1976.27,-26.65,514.96,781994,0.467,3210
3072.69,594.38,513.81,773796,0.15,3026
3090.7,605.99,513.78,773797,0.178,3026
3161.27,489.52,514.44,773803,0.182,3026
3219.67,527.22,515.85,773806,0.088,3026
3218.26,550.25,515.65,773821,0.156,3026
3315.41,613.04,516.37,773826,0.085,3110
3447.69,762.52,514.5,773849,0.225,3210
3724.04,827.28,514.37,773865,0.472,3210
3187.78,576.86,515.26,773879,0.157,3026
3465.18,804.06,514.24,773935,0.181,3210
3551.1,815.9,515.19,773936,0.224,3210
3540.21,805.37,514.99,773939,0.233,3210
