EAST,NORTH,RL,HOLEID,PL_CU,lookup_domain
2723.08,234.6,463.58,820024,0.018,3121
3057.14,161.86,513.16,819557,0.201,3026
3134.73,211.14,513.91,819561,0.131,3110
3155.01,201.04,514.14,819571,0.182,3110
3193.95,225.84,513.94,819573,0.153,3110
3212.45,239.09,513.98,819574,0.083,3110
3411.17,674.46,514.3,819580,0.176,3110
3263.47,436.34,514.8,819588,0.28,3026
3361.47,476.3,515.22,819615,0.102,3026
3279.78,517.7,514.57,819626,0.164,3026
3239.69,516.62,514.44,819633,0.077,3026
3377.48,557.6,514.96,819636,0.073,3521
3475.45,619.84,515.22,819641,0.267,3110
3595.1,601.33,514.76,819686,0.238,3210
3613.18,637.42,513.32,819706,0.289,3210
3606.45,776.04,512.34,819713,0.231,3210
3607.57,753.4,512.17,819718,0.385,3210
3749.76,701.76,512.86,819723,0.25,3210
3748.44,724.49,513.03,819724,0.205,3210
3581.61,358.19,513.35,820640,0.052,3110
3734.3,437.95,511.98,820672,0.174,3210
3843.75,507.73,511.19,820707,0.202,3210
3859.83,516.95,511.52,820709,0.169,3110
3875.87,526.27,511.88,820714,0.747,3110
3899.53,540.6,512.04,820717,0.231,3110
3957.83,593.62,512.76,820722,0.131,3521
4008.25,608.48,512.73,820732,0.144,3521
3566.26,773.94,513.19,819716,0.162,3210
3689.39,710.29,512.14,819722,0.28,3210
3828.23,704.84,514.3,819733,0.477,3210
3883.32,667.77,515.29,819823,0.212,3521
3990.44,651.82,514.63,819835,0.12,3521
3785.35,521.21,512.96,819854,0.167,3210
3804.68,533.39,512.89,819856,0.212,3210
1950.91,376.96,465.26,811276,0.516,3310
2074.07,395.46,465.55,811306,0.655,3310
2040.34,376.07,466.17,811311,0.537,3310
2096.31,355.96,465.45,811332,0.561,3310
1687.78,303.37,466.04,811353,0.43,3210
1724.69,302.68,465.45,811355,0.417,3210
1769.41,302.25,465.12,811357,0.33,3210
1791.65,302.48,465.06,811358,0.369,3210
1837.36,301.04,465.16,811360,0.477,3210
1881.65,300.77,465.12,811362,0.544,3210
1915.51,319.41,465.19,811365,0.557,3210
2062.36,337.19,465.98,811374,0.789,3310
1634.3,225.25,465.81,811382,0.345,3210
1655.86,225.18,465.58,811383,0.418,3210
1678.14,224.69,465.72,811384,0.475,3210
1768.26,223.61,465.29,811396,0.427,3210
2399.69,372.33,465.26,811413,0.158,3221
2365.6,352.09,464.67,811418,0.215,3221
1870.1,281.12,466.21,811440,0.414,3210
2308.52,255.93,466.21,811452,0.389,3521
2240.67,217.54,465.42,811474,0.708,3310
2364.62,235.91,465.26,811486,0.235,3521
2337.16,597.13,464.8,811490,0.512,3521
2325.18,579.78,464.76,811491,0.496,3221
3494.34,757.73,465.06,819989,0.245,3210
3513.18,770.36,465.49,819994,0.374,3210
4335.03,796.38,512.53,820578,0.087,3121
4258.94,751.96,512.47,820586,0.14,3121
4201.76,717.83,512.3,820609,0.085,3521
4183.32,707.24,511.68,820611,0.112,3521
4164.59,696.25,511.61,820613,0.109,3521
3612.75,378.33,512.76,820642,0.071,3110
3660.19,407.83,512.6,820655,0.136,3110
3910.09,565.51,512.11,820719,0.127,3110
3925.97,574.82,512.27,820720,0.092,3110
3963.31,578.3,512.6,820729,0.136,3521
4048.97,609.96,513.94,820739,0.161,3521
4031.15,605.24,513.25,820741,0.147,3521
4376.23,808.81,512.3,820573,0.105,3121
4334.8,818.52,512.7,820577,0.11,3121
4297.1,796.12,513.19,820581,0.1,3121
4220.85,729.38,512.01,820590,0.098,3521
4155.11,668.43,512.27,820623,0.151,3521
3625.64,367.97,512.14,820651,0.069,3110
2348.28,539.78,465.42,811493,0.234,3221
2506.88,417.77,464.24,811536,0.069,3221
2622.03,416.06,463.81,811541,0.134,3521
2518.79,437.45,464.76,811544,0.077,3221
2575.25,376.99,464.8,811643,0.107,3121
2933.58,615.87,464.11,811651,0.127,3210
3008.71,727.41,467.62,811663,0.175,3026
3026.33,740.34,467.22,811667,0.243,3026
3046.97,749.13,466.6,811668,0.164,3026
3104.97,806.75,467.72,811672,0.219,3521
3114.42,807.89,467.19,811673,0.37,3521
3113.73,620.33,464.04,811689,0.119,3026
3112.75,642.15,464.4,811691,0.118,3026
3150.61,644.47,464.67,811695,0.096,3026
3149.56,666.16,464.47,811697,0.22,3026
3170.56,655.63,464.37,811698,0.15,3026
3164.88,743.56,464.37,811700,0.181,3026
3687.98,407.43,511.94,820663,0.146,3110
3784.01,488.54,511.65,820681,0.16,3210
3799.46,498.61,511.88,820682,0.213,3210
3814.49,507.2,511.65,820683,0.259,3210
3798.94,477.71,511.71,820685,0.213,3110
3547.72,317.51,513.03,820698,0.071,3026
3517.64,296.77,513.09,820702,0.073,3026
3990.93,609.44,513.12,820731,0.154,3521
3457.01,246.64,513.58,820745,0.261,3026
3841.82,579.35,513.52,819815,0.247,3210
3804.02,556.02,513.12,819820,0.324,3210
3823.51,545.72,513.19,819844,0.227,3210
3437.62,721.64,464.47,819986,0.196,3210
3514.16,747.92,465.45,819993,0.408,3210
3550.81,794.7,465.98,819998,0.18,3210
1472.07,119.8,466.83,816025,1.755,3016
1245.33,159.47,465.16,816082,0.67,3310
1268.06,155.27,465.49,816083,0.622,3310
2849.53,253.33,463.71,820018,0.018,3521
2677.12,235.06,463.68,820022,0.018,3121
3006.81,339.19,464.8,811736,0.201,3521
2949.66,278.69,464.67,811743,0.086,3026
2893.95,195.66,464.73,811755,0.048,3521
2932.47,220.43,464.44,811757,0.063,3521
2854.81,172.99,464.04,811769,0.062,3121
3381.06,816.88,465.16,811903,0.211,3210
3340.96,814.75,465.55,811905,0.418,3210
4316.33,785.39,512.73,820580,0.095,3121
4297.07,774.17,512.96,820582,0.101,3121
4201.99,739.91,511.94,820591,0.108,3521
4249.89,724.43,512.57,820604,0.144,3121
4224.1,715.83,512.27,820606,0.082,3521
4145.1,706.12,511.32,820614,0.124,3521
4126.3,695.07,512.4,820620,0.12,3521
4107.66,684.37,512.04,820628,0.133,3521
4088.14,672.56,512.34,820630,0.105,3521
4069.31,661.93,512.43,820632,0.096,3521
3597.2,368.23,512.86,820641,0.058,3110
3644.21,398.15,512.47,820654,0.081,3110
3675.18,418.26,512.5,820659,0.218,3110
3706.45,438.11,512.17,820665,0.227,3210
3719.38,427.87,511.98,820670,0.206,3210
3519.18,319.08,513.29,820693,0.018,3026
3550.94,338.6,513.32,820694,0.065,3026
3534.53,329.81,513.32,820695,0.131,3026
3973.71,603.01,512.99,820730,0.162,3521
4013.41,600.94,512.53,820743,0.156,3521
1221.67,457.5,363.58,823143,0.569,2310
3873.87,802.48,514.53,817878,0.148,3221
3903.73,785.78,514.37,817885,0.096,3221
3934.11,768.33,513.65,817899,0.106,3221
856.78,680.89,366.93,823730,0.717,2310
652.34,649.13,366.63,823718,0.649,2310
837.62,668.56,366.54,823729,0.63,2310
1018.16,641.36,365.22,823743,0.693,2310
957.96,650.18,365.29,823744,0.935,2310
898.18,636.01,365.72,823755,0.786,2310
836.54,691.23,366.57,823725,0.657,2310
1017.01,664.13,365.09,823740,0.784,2310
977.02,662.62,365.22,823741,0.821,2310
997.49,652.02,365.09,823742,0.735,2310
998.41,628.96,365.06,823746,0.707,2310
877.05,669.87,366.57,823747,0.764,2310
1108.22,624.89,364.9,823765,0.657,2310
1136.93,598.67,365.29,823768,0.719,2310
1151.89,615.57,365.09,823769,0.647,2310
1195.98,606.19,364.99,823774,0.726,2310
1064.42,633.81,364.83,823778,0.727,2310
1014.88,605.56,365.62,823782,0.722,2310
1035.72,600.31,365.22,823783,0.699,2310
1003.96,566.98,365.68,823792,0.595,2310
513.48,747.17,365.77,823711,0.659,2310
578.34,692.02,365.19,823714,0.618,2310
817.24,678.99,366.96,823726,0.595,2310
937.52,660.72,365.52,823738,0.847,2310
977.94,639.49,365.26,823745,0.796,2310
897.59,658.98,366.27,823748,0.999,2310
918.06,648.54,365.35,823749,0.802,2310
999.3,605.99,365.49,823753,0.65,2310
878.04,646.97,365.85,823754,0.668,2310
1018.75,583.81,365.65,823785,0.655,2310
1071.05,612.55,364.7,823788,0.69,2310
1031.84,586.17,364.93,823790,0.642,2310
1129.06,560.65,365.42,823800,0.565,2310
1239.98,596.94,364.83,823811,0.727,2310
1262.42,592.41,365.19,823817,0.56,2310
1293.23,598.58,364.7,823822,0.545,2310
1268.95,571.54,365.45,823824,0.541,2310
1254.25,554.19,365.98,823825,0.619,2310
1371.38,509.5,366.83,823851,0.633,3310
1343.39,595.03,364.63,823854,0.717,2310
1416.06,559.93,364.9,823863,0.537,3310
1512.32,579.51,366.77,823869,0.566,3310
1430.1,517.18,365.65,823881,0.479,3310
596.99,681.05,365.63,823715,0.6,2310
797.43,666.56,366.73,823727,0.767,2310
891.92,702.78,365.68,823731,0.856,2310
896.48,682.24,366.34,823734,0.721,2310
916.98,671.41,366.04,823736,0.7,2310
1056.94,655.37,364.11,823776,0.836,2310
1069.9,553.2,364.83,823795,0.586,2310
1107.07,565.18,364.93,823797,0.652,2310
1179.97,529.71,366.34,823815,0.504,2310
1247.07,575.51,365.65,823818,0.576,2310
1313.01,561.83,366.08,823833,0.634,2310
1356.42,492.67,366.44,823852,0.543,3310
1431.15,577.61,365.55,823858,0.586,3310
1466.06,583.32,366.31,823864,0.584,3310
858.48,634.67,365.98,823756,0.77,2310
1093.29,608.19,365.12,823764,0.697,2310
1181.35,589.78,365.29,823772,0.697,2310
1034.67,660.32,364.47,823775,0.873,2310
1041.85,638.6,365.35,823779,0.866,2310
1029.45,618.0,365.29,823781,0.702,2310
997.03,588.14,365.78,823784,0.648,2310
1216.92,542.18,364.86,823820,0.491,2310
1238.86,537.49,366.08,823826,0.54,2310
1224.1,520.82,366.21,823827,0.504,2310
1261.44,532.8,365.78,823831,0.59,2310
1290.28,506.78,365.52,823840,0.655,2310
1401.1,543.26,365.39,823849,0.796,3310
1364.82,591.0,365.42,823855,0.728,3310
1386.9,586.44,365.55,823856,0.749,3310
1328.14,578.56,365.39,823859,0.661,2310
1394.11,564.82,365.12,823862,0.693,3310
1490.14,583.45,366.57,823867,0.534,3310
1393.06,504.84,365.88,823885,0.654,3310
1481.42,486.5,365.91,823889,0.484,3310
2065.47,71.48,515.32,823897,0.552,3210
2020.79,72.43,515.09,823911,0.619,3210
2109.96,31.65,516.08,823922,0.617,3210
1963.21,90.24,514.8,823929,0.65,3210
1874.99,93.52,515.16,823938,0.404,3210
1438.41,555.56,364.34,823866,0.607,3310
1460.06,550.64,365.09,823873,0.489,3310
1408.19,521.54,365.35,823880,0.691,3310
1415.01,500.31,365.65,823886,0.776,3310
1400.05,483.42,365.49,823891,0.536,3310
1466.23,469.7,365.49,823894,0.38,3310
2043.29,71.94,515.42,823896,0.808,3210
2132.99,70.62,515.68,823900,0.436,3210
2076.17,51.79,515.03,823902,0.766,3210
2177.91,70.07,516.47,823910,0.516,3210
2042.6,33.06,514.83,823919,0.764,3210
1984.44,86.44,514.9,823928,0.535,3210
1997.46,33.09,514.37,823932,0.58,3210
1918.98,92.44,515.32,823936,0.447,3210
1908.06,73.28,514.67,823943,0.632,3210
1840.51,74.23,515.62,823946,0.219,3210
1930.01,34.04,515.19,823952,0.705,3210
1818.06,74.53,515.75,823963,0.51,3210
2289.23,66.42,516.57,823972,0.569,3310
2267.44,29.61,515.39,823975,0.744,3210
616.03,670.14,366.12,823716,0.483,2310
996.61,674.76,365.06,823739,0.832,2310
899.43,613.27,364.8,823758,0.724,2310
2839.29,302.84,514.37,818474,0.052,3521
914.91,694.41,365.62,823733,0.705,2310
957.17,673.44,365.45,823737,0.834,2310
958.75,627.32,364.67,823751,0.622,2310
1159.17,594.11,365.29,823770,0.809,2310
1101.14,646.18,364.63,823786,0.82,2310
1151.3,555.93,365.29,823803,0.572,2310
1203.33,585.39,364.99,823807,0.642,2310
1158.22,534.7,366.7,823809,0.555,2310
1357.4,552.81,365.95,823841,0.695,3310
1342.51,535.52,366.9,823842,0.715,3310
1379.06,547.46,365.45,823845,0.564,3310
1364.36,531.32,366.73,823846,0.554,3310
1386.34,526.36,366.21,823850,0.546,3310
1409.01,581.68,365.58,823857,0.681,3310
1453.2,572.17,365.68,823865,0.545,3310
1534.63,574.86,367.13,823870,0.582,3310
2054.06,51.92,514.53,823901,0.576,3210
2155.4,70.3,515.98,823905,0.457,3210
2245.49,68.92,516.54,823907,0.787,3310
2166.42,50.45,515.81,823915,0.602,3210
2154.74,31.48,515.52,823924,0.611,3210
2178.07,30.7,515.49,823925,0.559,3210
1964.06,53.17,515.49,823935,0.635,3210
1976.14,-41.38,515.03,814007,0.394,3210
2077.78,-28.16,514.99,814023,0.541,3210
2145.89,-43.55,514.96,814034,0.427,3210
2613.5,-20.12,515.68,814043,0.197,3521
2638.31,-50.74,515.98,814056,0.186,3521
2715.44,-21.54,514.63,814075,0.139,3521
2724.0,-36.53,515.22,814076,0.122,3521
2732.47,-21.86,514.8,814077,0.144,3521
2315.77,-31.21,515.85,814081,0.241,3210
2791.92,-37.22,514.9,814094,0.152,3521
939.36,614.88,364.34,823761,0.676,2310
1114.91,603.46,365.22,823766,0.94,2310
1130.04,620.1,365.19,823767,0.716,2310
1079.19,650.94,364.4,823777,1.019,2310
1055.96,595.82,364.73,823789,0.658,2310
1122.2,582.07,365.22,823796,0.752,2310
1114.42,543.92,365.12,823801,0.538,2310
1275.22,607.24,364.76,823816,0.562,2310
1291.06,566.29,365.68,823829,0.498,2310
1283.48,528.3,365.85,823835,0.608,2310
1319.93,540.44,366.5,823838,0.681,2310
1305.2,523.51,366.27,823839,0.641,2310
1327.58,518.46,365.58,823843,0.584,3310
1349.27,514.39,366.86,823847,0.717,3310
1519.28,558.25,366.63,823872,0.557,3310
2110.35,70.72,515.72,823899,0.549,3210
2143.85,50.87,515.49,823906,0.489,3210
2031.32,52.38,514.63,823914,0.696,3210
2211.4,49.79,515.68,823917,0.585,3310
2064.82,32.3,513.16,823920,0.581,3210
2199.66,30.47,514.34,823926,0.533,3210
1975.45,72.36,514.67,823931,0.563,3210
1930.5,73.25,514.76,823942,0.707,3210
1941.42,53.46,514.86,823947,0.018,3210
2779.84,364.0,514.34,818552,0.2,3026
2804.84,363.73,514.21,818553,0.178,3521
1953.78,112.12,512.96,818626,0.434,3210
2366.75,90.01,515.98,818646,0.203,3026
2501.92,87.03,516.04,818682,0.144,3521
2547.33,86.5,516.21,818684,0.13,3521
2635.94,83.32,515.32,818688,0.163,3521
3007.66,367.41,514.47,818721,0.122,3110
3023.54,448.84,514.9,818723,0.263,3110
3025.28,425.64,514.76,818724,0.254,3110
3103.2,474.99,513.94,818728,0.283,3026
2870.13,327.55,514.9,818736,0.168,3026
2890.05,316.98,515.35,818737,0.245,3026
3410.32,214.68,516.27,814161,0.071,3521
3364.82,180.6,516.21,814165,0.096,3521
4256.68,830.2,464.67,814461,0.111,3121
2911.77,305.14,514.9,818738,0.199,3521
2862.13,284.67,514.47,818746,0.1,3521
2877.22,277.81,514.63,818747,0.059,3521
2896.05,198.35,514.44,818759,0.018,3521
2882.83,160.68,513.52,818760,0.018,3521
2918.49,189.42,515.06,818762,0.046,3521
2900.51,130.66,514.24,818786,0.039,3521
2957.01,169.25,514.37,818789,0.046,3521
2899.79,108.25,514.83,818798,0.089,3521
2918.79,99.56,514.86,818802,0.132,3521
2980.93,111.7,514.34,818811,0.045,3521
2980.11,157.4,514.7,818821,0.043,3521
3038.31,148.87,513.65,818827,0.115,3026
3112.68,136.67,514.76,818833,0.143,3026
3464.78,422.23,516.4,818874,0.065,3026
3462.75,446.87,516.31,818877,0.235,3026
3305.83,370.69,515.81,818881,0.097,3026
3325.77,382.11,515.85,818882,0.092,3026
3385.22,419.84,516.57,818885,0.227,3026
3483.85,434.21,516.11,818895,0.135,3026
3522.26,484.14,516.08,818901,0.21,3110
3714.32,606.78,512.89,818919,0.235,3210
3672.3,652.02,512.3,818922,0.459,3210
3634.5,603.37,514.07,818925,0.313,3210
4256.94,807.93,464.01,814476,0.11,3121
3454.15,373.84,464.47,814508,0.018,3026
3543.59,434.04,463.45,814512,0.082,3026
3573.77,452.18,463.22,814515,0.053,3110
3590.44,445.59,463.52,814518,0.07,3110
3471.97,367.67,464.21,814521,0.018,3026
3468.06,385.22,464.27,814522,0.018,3026
3589.42,426.36,463.98,814544,0.102,3110
2322.4,46.48,464.76,814565,0.522,3210
1919.08,53.96,514.73,823948,0.61,3210
1739.65,95.1,514.73,823961,0.372,3210
2278.89,48.97,516.14,823976,0.598,3310
3654.22,616.29,513.03,818926,0.31,3210
3754.68,608.91,513.12,818946,0.268,3210
3771.57,667.9,513.75,818952,0.208,3210
3130.66,73.28,514.37,818957,0.273,3521
3240.77,138.41,514.99,818976,0.137,3026
3311.47,197.07,515.22,818991,0.119,3110
3308.45,219.31,515.22,818994,0.297,3110
3328.99,211.47,515.49,818995,0.166,3110
1897.03,93.13,515.19,823937,0.48,3210
1873.84,54.45,515.29,823950,0.496,3210
1884.89,34.63,515.52,823954,0.44,3210
1839.75,35.35,516.04,823956,0.666,3210
1851.46,54.71,515.78,823957,0.518,3210
1784.57,94.61,515.19,823959,0.408,3210
1761.93,94.77,514.11,823960,0.366,3210
1516.0,152.45,414.01,814846,1.638,3016
1567.9,142.11,413.58,814853,1.076,3016
1571.61,131.42,412.8,814854,0.921,3016
118.49,765.21,414.44,814883,0.602,2310
113.14,738.57,413.94,814885,0.655,2310
1933.32,96.57,413.45,814908,0.664,3310
1092.24,548.28,364.9,823798,0.696,2310
1231.91,558.62,365.32,823819,0.544,2310
1284.07,587.55,363.71,823823,0.565,2310
1467.41,529.22,365.85,823878,0.554,3310
1474.33,508.02,365.88,823883,0.6,3310
1459.21,491.06,366.04,823888,0.483,3310
2222.92,69.28,516.08,823908,0.942,3310
1851.86,93.95,515.39,823939,0.401,3210
1952.94,72.56,514.57,823941,0.558,3210
1806.98,94.87,515.39,823958,0.411,3210
1728.1,75.84,515.03,823970,0.395,3210
1761.63,56.19,514.96,823971,0.777,3210
1706.25,73.84,515.55,823962,0.427,3210
1828.83,54.88,515.65,823964,0.552,3210
1806.68,55.04,515.65,823966,0.538,3210
1750.81,75.94,515.19,823969,0.603,3210
1496.25,503.2,365.75,823884,0.476,3310
2087.85,71.31,516.01,823898,0.526,3210
2121.28,51.14,515.72,823904,0.676,3210
2188.93,50.18,515.55,823916,0.562,3210
2132.8,31.58,515.81,823923,0.583,3210
1941.85,92.64,514.6,823930,0.585,3210
1986.47,52.68,514.17,823934,0.544,3210
1952.51,33.88,515.26,823951,0.669,3210
1795.49,74.86,515.52,823965,0.66,3210
2823.74,402.84,514.17,819187,0.235,3521
2214.29,109.67,515.09,819305,0.711,3310
2305.56,109.4,515.16,819309,0.638,3210
2887.91,362.26,514.7,819428,0.132,3521
2968.82,342.97,514.76,819441,0.118,3110
3047.85,369.47,513.71,819447,0.116,3110
3063.27,451.63,514.37,819449,0.172,3110
3082.8,464.0,514.67,819454,0.171,3110
3183.91,432.5,513.19,819477,0.135,3026
3088.5,347.3,512.96,819485,0.211,3110
3204.88,400.09,513.42,819499,0.237,3026
3147.85,339.75,512.83,819507,0.311,3110
3186.77,364.29,513.58,819509,0.202,3110
3171.61,282.27,513.29,819531,0.234,3110
2997.59,170.79,513.85,819544,0.107,3026
3016.56,182.37,513.42,819545,0.326,3026
3035.88,195.16,513.12,819546,0.168,3026
3055.37,207.57,513.09,819548,0.129,3110
3097.03,163.83,513.65,819568,0.158,3521
3135.78,188.93,514.01,819570,0.111,3521
3321.51,475.05,514.96,819591,0.172,3026
3222.49,458.81,513.94,819600,0.205,3026
3319.48,520.16,515.03,819606,0.156,3026
3341.39,486.34,515.06,819607,0.17,3026
3299.13,530.5,514.99,819627,0.121,3026
3201.36,491.72,514.17,819631,0.282,3026
3338.14,530.01,515.16,819634,0.17,3026
3342.77,441.0,515.19,819672,0.093,3026
3478.6,528.2,515.78,819679,0.101,3521
3575.68,589.19,515.22,819685,0.297,3110
3576.4,566.56,515.62,819689,0.224,3110
3558.32,532.99,516.37,819692,0.173,3110
3592.64,647.69,513.65,819698,0.262,3210
3690.28,686.9,511.98,819710,0.303,3210
3585.75,786.63,513.16,819712,0.276,3210
3546.15,784.6,513.98,819715,0.194,3210
3668.88,720.82,511.71,819721,0.395,3210
3788.01,725.58,513.98,819728,0.26,3210
3807.6,739.72,514.73,819730,0.307,3210
3809.14,715.93,514.24,819731,0.375,3210
3790.54,680.76,513.65,819736,0.243,3210
3897.46,681.55,515.16,819822,0.094,3521
3955.01,653.07,514.96,819833,0.159,3521
3456.61,733.65,464.4,819987,0.229,3210
3476.36,723.35,464.86,819991,0.223,3210
3495.59,735.68,465.16,819992,0.236,3210
3531.75,782.47,465.85,819996,0.23,3210
1381.09,136.8,465.09,816088,0.776,3310
1403.33,132.63,465.68,816089,0.576,3310
1892.44,155.63,512.99,816922,0.422,3210
4363.6,791.39,512.73,820576,0.079,3121
4183.06,728.56,511.81,820610,0.117,3521
4164.0,717.51,511.42,820612,0.126,3521
4183.62,685.09,512.3,820618,0.116,3521
4174.3,679.61,512.2,820619,0.128,3521
4107.43,662.29,512.27,820629,0.089,3521
1858.09,136.4,513.22,816941,0.271,3210
3594.7,348.25,513.39,820647,0.069,3110
3610.19,357.89,512.63,820649,0.078,3110
3720.59,449.0,512.11,820668,0.17,3210
3752.12,468.88,511.81,820676,0.14,3210
3766.03,457.57,512.01,820678,0.135,3210
3812.59,487.81,511.48,820687,0.2,3110
3828.23,497.72,511.81,820690,0.234,3210
3862.22,537.16,511.94,820710,0.174,3110
3883.65,531.12,511.78,820715,0.742,3110
3942.11,584.14,512.57,820721,0.157,3110
3915.31,549.89,512.3,820723,0.169,3110
3931.32,559.44,512.24,820725,0.136,3110
3964.09,820.98,514.27,817883,0.158,3121
3843.06,785.22,514.57,817890,0.254,3521
3812.91,767.64,514.67,817891,0.296,3521
3843.23,750.35,514.57,817893,0.139,3521
2824.4,323.28,514.37,818569,0.226,3521
2455.1,87.78,516.11,818680,0.141,3521
2478.73,87.19,515.81,818681,0.146,3521
2681.81,85.06,515.72,818690,0.135,3121
2823.54,84.07,516.14,818711,0.064,3121
1586.63,-19.01,514.07,826613,0.558,3026
1603.43,-21.8,514.04,826615,0.306,3026
1645.49,0.22,513.25,826624,0.358,3210
1678.4,-5.3,513.81,826626,0.435,3026
1721.05,-23.47,514.6,826639,0.343,3210
1730.3,-11.89,514.8,826640,0.361,3210
1788.67,-23.9,516.11,826646,0.454,3210
1805.79,-39.25,516.34,826660,0.333,3210
2154.91,-15.01,514.73,826686,0.408,3210
2239.65,-15.6,514.96,826700,0.462,3210
2256.78,-15.96,514.93,826701,1.145,3210
2265.47,-45.22,514.8,826716,0.515,3210
2281.98,-44.93,514.93,826718,0.526,3210
2383.85,-32.1,515.39,826723,0.314,3210
2436.83,-47.32,515.19,826742,0.21,3110
2453.1,-48.04,515.35,826746,0.201,3110
2469.38,-32.92,515.39,826749,0.215,3110
2503.04,-33.58,515.09,826758,0.206,3110
2553.86,-33.87,515.06,826768,0.279,3026
2562.81,-19.53,514.99,826769,0.278,3026
2996.08,-40.4,514.83,826784,0.077,3121
1713.54,-11.46,514.34,826638,0.336,3210
1720.69,-38.01,514.37,826650,0.424,3210
1788.86,-38.83,516.04,826658,0.407,3210
2111.96,-28.69,514.4,826681,0.478,3210
2120.46,-14.22,514.83,826682,0.685,3210
2188.83,-15.11,514.47,826690,0.514,3210
2264.88,-30.33,514.86,826708,0.473,3210
2247.89,-45.12,515.03,826714,0.916,3210
2409.21,-17.89,515.72,826727,0.19,3110
2435.12,-32.59,515.26,826739,0.188,3110
2468.82,-47.98,515.35,826752,0.124,3110
2570.85,-34.53,515.19,826770,0.29,3026
2537.13,-49.13,516.04,826771,0.068,3110
2902.25,-24.29,514.6,826777,0.073,3121
3004.35,-55.46,514.53,826798,0.071,3121
3182.86,30.01,514.07,826825,0.049,3521
2970.03,-54.41,514.9,826858,0.103,3121
3263.18,58.88,514.73,826863,0.171,3026
3276.36,69.38,514.83,826865,0.107,3026
3302.74,90.87,514.93,826872,0.154,3026
3340.64,141.62,515.12,826887,0.376,3521
3353.96,152.64,515.62,826890,0.21,3521
3130.89,-31.18,514.11,826897,0.055,3521
3004.55,-25.96,514.47,826785,0.063,3121
3021.35,-26.33,514.04,826787,0.058,3121
3038.54,-26.33,514.14,826789,0.041,3121
3064.09,-41.25,514.21,826790,0.042,3521
3100.64,-26.85,513.94,826796,0.043,3521
3021.64,-54.87,514.34,826800,0.099,3121
3038.5,-55.07,514.3,826802,0.084,3121
2774.72,-37.25,514.27,826813,0.125,3521
2766.26,-51.75,514.3,826815,0.233,3521
2800.05,-52.21,514.14,826819,0.149,3121
3209.8,33.78,514.01,826828,0.072,3521
3222.0,62.22,514.44,826831,0.137,3026
3247.99,84.07,514.83,826835,0.242,3026
3262.49,76.46,514.99,826836,0.198,3026
3177.84,-11.27,513.78,826840,0.054,3521
2978.56,-39.74,514.96,826853,0.123,3121
3327.48,131.09,514.96,826882,0.298,3521
3326.79,148.74,515.49,826886,0.246,3110
3117.8,-41.81,513.98,826898,0.054,3521
3117.08,-55.82,514.07,826904,0.018,3521
1571.28,-3.0,514.04,826607,0.472,3016
1615.87,0.51,513.42,826616,0.987,3026
1661.77,-2.47,513.52,826625,0.44,3210
1737.91,-23.67,514.7,826641,0.396,3210
1831.12,-39.74,516.44,826663,0.426,3210
4100.22,637.98,514.7,826691,0.204,3521
2230.96,-29.97,514.83,826699,0.42,3210
2196.84,-44.53,514.34,826703,0.321,3210
2400.54,-46.7,515.32,826734,0.295,3110
2417.57,-47.06,515.26,826736,0.206,3110
2460.29,-18.62,515.85,826748,0.199,3110
2477.74,-18.85,515.62,826750,0.251,3110
3046.94,-40.93,514.14,826792,0.049,3521
3030.2,-40.73,514.21,826794,0.095,3121
3222.62,44.54,514.73,826830,0.097,3521
3190.67,-0.54,514.14,826842,0.051,3521
2953.96,-54.28,514.67,826860,0.092,3121
3289.55,80.4,515.06,826867,0.107,3026
3288.5,98.61,515.09,826869,0.123,3521
3300.61,127.35,514.86,826875,0.22,3521
3317.11,118.82,514.76,826878,0.193,3521
3105.86,-33.38,513.65,826895,0.041,3521
1586.5,-3.0,513.45,826608,0.454,3016
1746.48,-10.38,515.09,826642,0.406,3210
1856.98,-39.84,515.98,826666,0.42,3210
1908.16,-39.91,514.9,826672,0.348,3210
2128.86,-28.88,514.37,826683,0.6,3210
2214.19,-30.23,514.6,826698,0.461,3210
2213.86,-44.53,514.44,826705,0.38,3210
2375.38,-17.4,514.96,826722,0.351,3210
2400.97,-32.1,515.42,826726,0.203,3110
2485.91,-33.44,515.16,826751,0.144,3110
2876.66,-38.4,514.63,826774,0.059,3121
2936.37,-24.75,514.76,826781,0.074,3121
3055.6,-55.82,514.37,826804,0.064,3121
2816.13,-52.41,514.14,826821,0.122,3121
3197.92,5.07,514.04,826843,0.046,3521
2970.39,-25.08,514.8,826852,0.095,3121
2987.06,-54.54,514.73,826856,0.091,3121
3131.91,-49.36,513.91,826900,0.043,3521
3100.84,-56.54,514.3,826902,0.018,3521
1081.29,223.38,411.06,827694,0.535,2310
1053.66,257.11,411.45,827701,0.496,2310
1058.62,245.95,411.29,827702,0.422,2310
1073.44,225.74,411.19,827704,0.504,2310
1097.62,218.03,410.86,827706,0.617,2310
1629.28,107.07,409.78,827738,0.532,3016
1771.28,113.96,410.63,827745,0.58,3310
1839.19,98.28,410.33,827781,0.587,3310
2969.38,320.39,515.55,818715,0.119,3110
2987.13,378.17,514.57,818716,0.166,3110
2988.8,354.71,515.16,818717,0.195,3110
2871.05,303.92,515.09,818742,0.202,3026
2890.24,293.49,514.83,818743,0.228,3521
2915.7,232.47,514.04,818752,0.066,3521
